url,title,description,published_at,sentiment,sentiment_score,prob_pos,prob_neg,prob_neu,source,tickers,fetched_at
https://finviz.com/news/305224/bull-of-the-day-broadcom-avgo,Bull of the Day: Broadcom (AVGO),"Broadcom (AVGO) is highlighted as a ""Strong Buy"" due to its dominant positions in the semiconductor and software industries, particularly benefiting from the AI data center buildout. The company offers an alternative to Nvidia with its custom AI accelerators and has high-margin recurring revenue from its software segment, including VMware. Broadcom boasts a robust growth outlook, consistently beating earnings estimates, and strong technical performance.",2026-02-10T10:08:56,bullish,0.569847,,,,Finviz,,2026-02-10T17:02:55.449611
https://www.insidermonkey.com/blog/jim-cramer-on-apple-aapl-doesnt-hurt-that-theyve-avoided-spending-hundreds-of-billions-of-dollars-on-data-centers-1692622/,Jim Cramer on Apple (AAPL): “Doesn’t Hurt That They’ve Avoided Spending Hundreds of Billions of Dollars on Data Centers”,"Jim Cramer highlighted Apple's strong financial quarter, marked by excellent iPhone sales and robust performance in China, which was previously a weaker market for the company. He noted that Apple's strategy of partnering with Google's Gemini on AI has allowed it to avoid massive expenditures on data centers, contributing to its financial health. Cramer reiterated his long-standing advice to ""own Apple, don’t trade it,"" emphasizing its investment stability.",2026-02-10T09:53:00,bullish,0.365622,,,,Insider Monkey,,2026-02-10T17:02:55.449611
https://finviz.com/news/305686/jim-cramer-on-apple-aapl-doesnt-hurt-that-theyve-avoided-spending-hundreds-of-billions-of-dollars-on-data-centers,"Jim Cramer on Apple (AAPL): ""Doesn't Hurt That They've Avoided Spending Hundreds of Billions of Dollars on Data Centers""","Jim Cramer recently discussed Apple's strong financial performance, particularly its blowout iPhone sales and robust numbers from China. He highlighted Apple's strategic advantage in avoiding massive expenditures on data centers by partnering with Google's Gemini for AI, a move Cramer believes has contributed to its recent stock rally. Cramer advises investors to ""own Apple, don't trade it.""",2026-02-10T09:53:00,somewhat-bullish,0.248078,,,,Finviz,,2026-02-10T17:02:55.449611
https://m.za.investing.com/news/analyst-ratings/stifel-initiates-coverage-on-ceva-stock-with-buy-rating-30-target-93CH-4105342?ampMode=1,"Stifel initiates coverage on CEVA stock with Buy rating, $30 target By Investing.com","Stifel has initiated coverage on CEVA Inc. (NASDAQ:CEVA) with a Buy rating and a $30 price target, citing the company's strong position in wireless connectivity IP for power-efficient on-device sensing and inference applications. The firm believes CEVA's low power NPU and DSP IP portfolios are well-placed to benefit from AI infrastructure growth towards the network edge, despite recognizing near-term challenges such as mobile handset demand and uncertainty regarding Apple's modem efforts. CEVA's high gross profit margins (87.17%) and recent strategic partnerships, including a NPU deal with Microchip Technology, validate its long-term strategy in the edge-AI market.",2026-02-10T09:30:01,somewhat-bullish,0.20809,,,,Investing.com South Africa,,2026-02-10T17:02:55.449611
https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-holdings-decreased-by-tlw-wealth-management-llc-2026-02-10/,Apple Inc. $AAPL Holdings Decreased by TLW Wealth Management LLC,"TLW Wealth Management LLC reduced its stake in Apple Inc. ($AAPL) by 6.5% during the third quarter, reducing its holdings to 50,473 shares valued at $12.85 million. Despite this, Apple remains the firm's sixth-largest holding. Meanwhile, other institutional investors like Vanguard Group Inc., State Street Corp, Geode Capital Management LLC, Norges Bank, and Northern Trust Corp significantly increased their positions in Apple.",2026-02-10T08:57:49,neutral,0.144966,,,,MarketBeat,,2026-02-10T17:02:55.449611
https://www.marketbeat.com/instant-alerts/filing-montis-financial-llc-has-1984-million-stake-in-apple-inc-aapl-2026-02-10/,Montis Financial LLC Has $19.84 Million Stake in Apple Inc. $AAPL,"Montis Financial LLC increased its stake in Apple Inc. by 15.8% to 77,919 shares, valued at $19.84 million, making Apple its seventh-largest holding. This comes as Apple surpassed quarterly expectations with robust EPS and revenue figures, revenue growth, and a declared dividend. Analyst sentiment toward Apple remains largely positive, with a consensus ""Moderate Buy"" rating and upward adjustments to price targets from several brokerages.",2026-02-10T08:40:53,somewhat-bullish,0.207055,,,,MarketBeat,,2026-02-10T17:02:55.449611
https://www.marketbeat.com/instant-alerts/filing-edgerock-capital-llc-sells-4794-shares-of-apple-inc-aapl-2026-02-10/,"EdgeRock Capital LLC Sells 4,794 Shares of Apple Inc. $AAPL","EdgeRock Capital LLC reduced its stake in Apple Inc. (NASDAQ:AAPL) by 15.1% in the third quarter, selling 4,794 shares and now owning 26,971 shares valued at $6.87 million. Despite this sale, Apple remains the 17th largest holding for EdgeRock Capital LLC, making up 1.9% of its portfolio. Other institutional investors have varied their positions, while analyst sentiment towards Apple remains ""Moderate Buy"" with a consensus price target of $291.70.",2026-02-10T08:36:54,neutral,0.140627,,,,MarketBeat,,2026-02-10T17:02:55.449611
https://www.marketbeat.com/instant-alerts/filing-davis-rea-ltd-sells-40173-shares-of-apple-inc-aapl-2026-02-10/,"Davis Rea LTD. Sells 40,173 Shares of Apple Inc. $AAPL","Davis Rea LTD. has significantly reduced its stake in Apple Inc. (NASDAQ:AAPL) by selling 40,173 shares, decreasing its position by 64.9%. Despite this, Apple remains a major holding for the fund, making up 1.3% of its portfolio. The article also details other institutional investor activity, analyst ratings, and recent financial performance of Apple.",2026-02-10T08:32:53,neutral,0.108692,,,,MarketBeat,,2026-02-10T17:02:55.449611
https://www.barrons.com/articles/tsmc-stock-taiwan-semi-ai-chips-tariffs-27928539?gaa_at=eafs&gaa_n=AWEtsqeWRaW-8bmB_RbtHaJS-ncxy6GfKbV1leqkcHL983QxgqPGfLOxW_OX&gaa_ts=698afd35&gaa_sig=xS85K5giNTjvRz8V-ni3vtYZtXjyv2AnD0pi6nJJ6dF1QpOvacxSoykdsQFZ8o2ZHArfPnHqm6Wie8aIqEfXQw%3D%3D,TSMC Stock Is on a Roll. Rising Sales and Trump Tariff News Could Keep It Going.,"Taiwan Semiconductor Manufacturing (TSMC) reported a 20% increase in January revenue from the previous quarter, signaling its strong position in the semiconductor industry. This growth, coupled with potential U.S. tariff relief, could further boost the company's performance. The article suggests that TSMC's stock momentum is likely to continue.",2026-02-10T08:29:10,bullish,0.360766,,,,Barron's,,2026-02-10T17:02:55.449611
https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-ritholtz-wealth-managements-6th-largest-position-2026-02-10/,Apple Inc. $AAPL is Ritholtz Wealth Management's 6th Largest Position,"Ritholtz Wealth Management increased its stake in Apple (NASDAQ:AAPL) by 4.7% during the third quarter, making it their 6th largest position and accounting for 2.8% of their holdings. This comes as Apple faces neutral to positive sentiment from analysts, with upcoming product cycles and AI integration initiatives balancing out concerns about competition from pure-play AI companies. The company recently reported strong earnings, exceeding analyst estimates, and announced a quarterly dividend.",2026-02-10T08:22:58,neutral,0.137942,,,,MarketBeat,,2026-02-10T17:02:55.449611
https://ca.investing.com/news/company-news/keysight-technologies-stock-hits-alltime-high-at-23316-usd-93CH-4447161,Keysight Technologies stock hits all-time high at 233.16 USD By Investing.com,"Keysight Technologies (KEYS) stock reached an all-time high of $233.16 USD, reflecting strong investor confidence and market performance with a 32.49% increase over the past year. The company maintains a robust financial position and has recently unveiled new electric vehicle charging test solutions and partnerships, including collaborations with Point2 Technology for AI data centers and Airbus UpNext for 5G non-terrestrial networks. These advancements highlight Keysight's strategic initiatives and operational excellence across various technological sectors.",2026-02-10T06:36:37,somewhat-bullish,0.246469,,,,Investing.com Canada,,2026-02-10T17:02:55.449611
https://www.techbuzz.ai/articles/taiwan-rejects-u-s-demand-for-40-chip-supply-chain-shift,Taiwan Rejects U.S. Demand for 40% Chip Supply Chain Shift,"Taiwan has rejected a U.S. proposal to relocate 40% of its semiconductor supply chain, deeming it ""impossible."" This decision highlights Taiwan's intent to maintain its strategic chip dominance and the geopolitical tensions surrounding the global tech hardware ecosystem. Major U.S. tech companies like Apple, Nvidia, and AMD rely heavily on Taiwan Semiconductor Manufacturing Company (TSMC) for advanced chip production, making any significant disruption problematic.",2026-02-10T05:29:10,somewhat-bullish,0.210832,,,,The Tech Buzz,,2026-02-10T17:02:55.449611
https://www.ad-hoc-news.de/boerse/news/ueberblick/apple-just-won-2026-the-brutal-truth-about-apple-inc-and-its-stock/68568360,Apple Just Won 2026? The Brutal Truth About Apple Inc. And Its Stock,"The article discusses whether Apple Inc. stock is a worthwhile investment, given its strong brand power, ecosystem lock-in, and growing services revenue. It differentiates between Apple's image as a consumer tech status symbol and its financial performance as a ""must-have"" core holding for long-term investors. The piece advises a cautious approach, distinguishing between hype and fundamental business strength.",2026-02-10T04:58:17,bullish,0.369934,,,,AD HOC NEWS,,2026-02-10T17:02:55.449611
https://mlq.ai/news/ferrari-officially-announces-luce-ev-with-teaser-images/,Ferrari Officially Announces Luce EV with Teaser Images,"Ferrari has officially announced its first all-electric vehicle, the Luce, revealing interior details and specifications. The four-door, four-seat GT will feature over 1,000 horsepower, a 122 kWh battery, and an interior co-designed with LoveFrom, emphasizing physical controls over touchscreens. The full exterior reveal is scheduled for May 2026, with an expected price upwards of €500,000.",2026-02-09T23:59:23,bullish,0.369999,,,,MLQ.ai,,2026-02-10T17:02:55.449611
https://www.macobserver.com/news/apple-stock-price-today-market-trends-and-investor-focus/,Apple Stock Price Today: Market Trends and Investor Focus,"Apple Inc.'s stock (AAPL) is currently trading between $272 and $278 per share, with market attention drawn to its services and brand strategy. The article highlights Apple Music's role in the Super Bowl LX halftime show as a recent driver of sentiment, alongside strong hardware sales and a growing services ecosystem. With a market capitalization over $4 trillion, analysts largely maintain ""buy"" ratings, reinforcing confidence in the company's long-term outlook.",2026-02-09T19:58:17,somewhat-bullish,0.314282,,,,The Mac Observer,,2026-02-10T17:02:55.449611
https://www.detroitnews.com/story/business/autos/general-motors/2026/02/09/gm-hires-new-head-of-strategy-from-lucid-motors/88592618007/,GM hires new head of strategy from Lucid Motors,"General Motors has appointed Claudia Gast, formerly of Lucid Motors, as its deputy CFO and VP of strategy, corporate development, and technology partnerships. She will begin on March 1 and will focus on scouting partnerships with technology companies, reporting to CEO Mary Barra and CFO Paul Jacobson. Gast replaces former Tesla executive Zach Kirkman, who is leaving GM for other opportunities.",2026-02-09T18:57:12,neutral,0.112426,,,,The Detroit News,,2026-02-10T17:02:55.449611
https://www.bloomberg.com/news/articles/2026-02-09/software-among-all-time-concentration-risks-to-junk-deutsche,"Software Poses ‘All-Time’ Risk to Speculative Credit, Deutsche Bank Warns","Deutsche Bank analysts have warned that the software and technology sectors represent one of the greatest concentration risks ever seen in the speculative-grade credit market. These sectors together account for a substantial portion of speculative debt, including high-yield debt, leveraged loans, and US private credit. The analysts, led by Steve Caprio, highlighted the significant financial figures involved, with software comprising $597 billion and technology $681 billion of this credit universe.",2026-02-09T18:32:00,bearish,-0.358801,,,,Bloomberg,,2026-02-10T17:02:55.449611
https://www.wgal.com/article/lopez-apple-settlement-payments-legitimate/70291041,"Consumers are receiving payments from the Lopez vs. Apple settlement, which is not a scam","The article confirms that payments from the Lopez vs. Apple settlement are legitimate, dispelling fears that they might be a scam. This class-action lawsuit against Apple involved allegations that its Siri voice assistant illegally obtained and sold consumers' confidential communications, leading to a $95 million settlement. Recipients have been getting payments via email, direct deposit, or paper checks, with individual payments capped at $20 per Apple device.",2026-02-09T18:31:00,somewhat-bearish,-0.257624,,,,WGAL,,2026-02-10T17:02:55.449611
https://sherwood.news/markets/sandisk-and-micron-slip-as-samsung-rushes-new-product-into-production/,Sandisk and Micron slip as Samsung rushes new product into production,"Sandisk and Micron shares are falling after reports that Samsung will begin mass production of its HBM4 memory product earlier than expected. While Micron already produces HBM, Sandisk is developing a high-bandwidth flash NAND memory product for AI data centers. This move by Samsung indicates that the high prices for memory chips, which have recently boosted profits for companies like Sandisk, may not continue indefinitely as supply increases.",2026-02-09T17:59:49,neutral,0.084683,,,,Sherwood News,,2026-02-10T17:02:55.449611
https://www.investing.com/news/company-news/abrdn-total-dynamic-dividend-fund-stock-hits-52week-high-at-1018-usd-93CH-4494502,Abrdn Total Dynamic Dividend Fund stock hits 52-week high at 10.18 USD,The Abrdn Total Dynamic Dividend Fund (AOD),2026-02-09T16:28:49,bullish,0.604829,,,,Investing.com,,2026-02-10T17:02:55.450612
https://topclassactions.com/lawsuit-settlements/lawsuit-news/apple-class-action-lawsuit-over-siri-bipa-violations-certified/,Apple class action lawsuit over Siri BIPA violations certified,"An Illinois state judge has certified a class action lawsuit against Apple Inc. concerning its Siri feature, alleging violations of the Illinois Biometric Information Privacy Act (BIPA). The lawsuit claims Apple failed to obtain informed consent before collecting, storing, and using voiceprints from Siri users. This ruling allows approximately 3 million Apple users in Illinois to proceed collectively with the legal challenge.",2026-02-09T16:06:44,bearish,-0.406961,,,,Class Action Lawsuits,,2026-02-10T17:02:55.450612
https://www.investing.com/news/company-news/brighthouse-financial-stock-hits-52week-high-at-1208-usd-93CH-4494151,Brighthouse Financial stock hits 52-week high at 12.08 USD,"Brighthouse Financial Inc. (BHFAM) stock reached a 52-week high of $12.08, despite a significant 19.47% decrease over the past year. The company's stock currently offers a 9.57% dividend yield and trades at a P/E ratio of 4.44. InvestingPro analysis suggests the stock is undervalued, boasting strong fundamentals, including a healthy 1.55 current ratio.",2026-02-09T15:29:25,somewhat-bullish,0.187476,,,,Investing.com,,2026-02-10T17:02:55.450612
https://www.palmettograin.com/news/story/107316/are-wall-street-analysts-bullish-on-goldman-sachs-stock,Are Wall Street Analysts Bullish on Goldman Sachs Stock?,"Goldman Sachs Group, Inc. (GS) has demonstrated strong financial performance, outperforming the S&P 500 and iShares U.S. Broker-Dealers & Securities Exchanges ETF over the past year and year-to-date. Its success is attributed to robust investment banking, significant asset and wealth management inflows, and strategic focus. Analysts maintain a ""Moderate Buy"" consensus, with a mean price target suggesting a slight premium to current levels and a high target indicating significant upside potential.",2026-02-09T14:33:42,bullish,0.362308,,,,Palmetto Grain Brokerage,,2026-02-10T17:02:55.450612
https://www.barchart.com/story/news/107312/are-wall-street-analysts-bullish-on-goldman-sachs-stock,Are Wall Street Analysts Bullish on Goldman Sachs Stock?,"Goldman Sachs (GS) has demonstrated strong performance, outperforming the S&P 500 and the iShares U.S. Broker-Dealers & Securities Exchanges ETF over the past year and year-to-date. This success is attributed to robust investment banking, significant asset and wealth management inflows, and a refined strategic focus. Analysts generally hold a ""Moderate Buy"" consensus on GS stock, anticipating continued growth in EPS for the current fiscal year.",2026-02-09T14:33:06,bullish,0.385301,,,,Barchart.com,,2026-02-10T17:02:55.450612
https://www.thehindubusinessline.com/portfolio/tcs-infosys-hcl-tech-wipro-lessons-for-it-investors-from-ais-iphone-moment/article70603396.ece,"TCS, Infosys, HCL Tech, Wipro: Lessons for IT investors from AI’s iPhone","The article discusses the significant disruption caused by AI in the software industry, drawing parallels to how the iPhone transformed the mobile phone industry in 2007. It highlights how incumbents like Nokia and BlackBerry failed to adapt, leading to their downfall, and warns Indian IT services investors (TCS, Infosys, Wipro, HCL Tech) that their current high valuations might not account for the profound disruption AI could bring, advising caution over a ""buy the dip"" mentality.",2026-02-09T13:58:33,neutral,0.099934,,,,BusinessLine,,2026-02-10T17:02:55.450612
https://247wallst.com/investing/2026/02/09/micron-stock-cant-stop-going-up-and-goldman-sachs-knows-exactly-why/,Micron Stock Can’t Stop Going Up and Goldman Sachs Knows Exactly Why,"The technology sector is experiencing a significant shortage of high-bandwidth memory (HBM) chips, largely due to the high demand from AI data centers. This ""great memory crunch,"" identified by Goldman Sachs, is driving up prices and reducing production for device manufacturers. However, it's greatly benefiting HBM producers like Micron Technology, whose stock has surged due to its crucial role in supplying HBM for AI and other electronics.",2026-02-09T13:05:01,neutral,0.146692,,,,24/7 Wall St.,,2026-02-10T17:02:55.450612
https://247wallst.com/investing/2026/02/09/thiel-bypasses-palantir-and-nvidia-for-meta-tesla-apple-in-contrarian-ai-play/,"Thiel Bypasses Palantir and Nvidia for Meta, Tesla, Apple in Contrarian AI Play","Peter Thiel's hedge fund is focusing its AI investments on companies that use artificial intelligence for applications rather than those that build the infrastructure. His fund holds significant positions in Meta Platforms, Tesla, and Apple, while notably avoiding Palantir (which he co-founded) and Nvidia. This strategy highlights a contrarian bet on AI application plays, with Apple now making up a substantial portion of his portfolio after liquidating Nvidia holdings.",2026-02-09T11:58:17,somewhat-bullish,0.163739,,,,24/7 Wall St.,,2026-02-10T17:02:55.450612
https://247wallst.com/investing/2026/02/09/goldman-named-the-issue-thats-pushing-sandisk-stock-to-the-moon/,Goldman Named The Issue That’s Pushing SanDisk Stock to the Moon,"SanDisk Corp. (NASDAQ: SNDK) stock has seen an extraordinary 1,561% increase in 12 months, driven by the severe global shortage of high-bandwidth memory (HBM) chips crucial for AI infrastructure. Goldman Sachs identified this ""great memory crunch"" as a significant factor, with HBM supply not expected to ease until 2028 at the earliest. SanDisk's Q2 revenues hit $3 billion (up 61% YoY) and earnings surged to $6.20 per share (a 5x increase), forecasting continued growth due to insatiable AI demand.",2026-02-09T11:29:10,bullish,0.402413,,,,24/7 Wall St.,,2026-02-10T17:02:55.450612
https://eand.co/campbell-co-slashes-apple-stake-by-more-than-70,Campbell & Co Slashes Apple Stake by More Than 70%,"Campbell & Co Investment Adviser LLC significantly reduced its stake in Apple Inc. by over 70% in the third quarter, selling 11,529 shares. Despite this divestment, Apple remains a strong performer with increasing revenue and a growing installed base, indicating that Campbell & Co's move is likely part of a broader portfolio rebalancing rather than a bearish outlook on Apple specifically. The article also notes Apple's upcoming ex-dividend date of February 9, 2026, for a $0.26 per share payout.",2026-02-09T10:57:34,neutral,0.146864,,,,Eudaimonia and Co,,2026-02-10T17:02:55.450612
https://www.marketbeat.com/instant-alerts/filing-thrivent-financial-for-lutherans-has-364-million-stock-holdings-in-xylem-inc-xyl-2026-02-09/,Thrivent Financial for Lutherans Has $3.64 Million Stock Holdings in Xylem Inc. $XYL,"Thrivent Financial for Lutherans significantly reduced its stake in Xylem Inc. (NYSE:XYL) by 48.3% during the third quarter, now holding 24,650 shares valued at $3.64 million. Despite this reduction, institutional investors collectively own 87.96% of Xylem's stock, with major new positions opened by Norges Bank and ABN AMRO. Analysts maintain a ""Moderate Buy"" consensus for XYL, with an average price target of $165.80, against its current trading price near $142.",2026-02-09T10:21:53,somewhat-bullish,0.324748,,,,MarketBeat,,2026-02-10T17:02:55.450612
https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-position-lowered-by-gerber-llc-2026-02-09/,Apple Inc. $AAPL Position Lowered by Gerber LLC,"Gerber LLC significantly reduced its stake in Apple Inc. by 37.2% in the third quarter, decreasing its holdings to 21,825 shares valued at $5.56 million, now representing 3.5% of its portfolio. Despite this, Apple reported strong Q1 earnings, beating estimates with $2.84 EPS and $143.76 billion in revenue, and declared a $0.26 quarterly dividend. Analysts maintain a ""Moderate Buy"" rating with an average price target of $291.70, viewing strategic moves like allowing third-party AI in CarPlay as potential growth drivers.",2026-02-09T08:58:44,somewhat-bullish,0.312857,,,,MarketBeat,,2026-02-10T17:02:55.450612
https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-blue-square-asset-management-llcs-8th-largest-position-2026-02-09/,Apple Inc. $AAPL is Blue Square Asset Management LLC's 8th Largest Position,"Blue Square Asset Management LLC has increased its stake in Apple Inc. (AAPL), making it their 8th largest holding. The article details Apple's strong Q3 earnings, positive sentiment surrounding its AI integrations in CarPlay, and continued institutional interest, while also acknowledging potential headwinds like scaled-back AI health projects and insider selling. Analyst ratings maintain a ""Moderate Buy"" consensus for the stock.",2026-02-09T08:15:09,somewhat-bullish,0.328394,,,,MarketBeat,,2026-02-10T17:02:55.450612
https://www.investors.com/ibd-data-stories/stocks-showing-rising-market-leadership-globalfoundries-earns-81-rs-rating/?src=A00444A&refcode=aflGoogleNews,Stocks Showing Rising Market Leadership: GlobalFoundries Earns 81 RS Rating,"GlobalFoundries (GFS) has seen its Relative Strength (RS) Rating increase from 77 to 81, indicating strong price performance. This proprietary rating from Investor's Business Daily assesses a stock's price leadership on a scale from 1 to 99, with higher scores denoting better performance. The chipmaker has recently shown significant market leadership with its RS Rating reaching the 80-plus level multiple times, even as it expands into AI chipmaking.",2026-02-09T07:58:48,somewhat-bullish,0.216425,,,,Investor's Business Daily,,2026-02-10T17:02:55.450612
https://daily.fattail.com.au/tech-hits-a-wall-energy-breaks-out/20260209/,Tech Hits a Wall—Energy Breaks Out,"As tech stocks falter and the broader market corrects, energy stocks have surged, indicating a significant sector rotation. The article highlights that traditional energy companies have been top performers this year, with the iShares Global Energy ETF up almost 15%, while tech remains flat. This shift suggests that investors should focus on sectors demonstrating clear strength, particularly energy.",2026-02-09T03:59:11,somewhat-bullish,0.157516,,,,Fat Tail Daily,,2026-02-10T17:02:55.450612
https://finviz.com/news/303832/apple-aapl-should-be-up-again-says-jim-cramer,"Apple (AAPL) Should Be Up Again, Says Jim Cramer","Jim Cramer remains optimistic about Apple (AAPL), advising investors to own rather than trade the stock. Goldman Sachs and Bernstein both reiterated ""Buy"" and ""Outperform"" ratings respectively, citing improving App Store trends and strong iPhone revenue. Cramer believes Apple is well-positioned for further growth, especially in the context of its memory industry navigation and increasing market share in China.",2026-02-08T18:47:09,somewhat-bullish,0.266046,,,,Finviz,,2026-02-10T17:02:55.450612
